,count,mean,std,min,25%,50%,75%,max
iOS_lag0,165.0,0.17163636363636367,4.140208739127493,-15.689999999999998,-1.1400000000000006,0.1599999999999966,1.0600000000000023,40.23
OSX_lag0,165.0,0.029939393939393946,0.9789793695786476,-6.51,-0.34999999999999964,0.03999999999999915,0.3200000000000003,5.080000000000002
